protein 1 protein 2 combined_score,,,,,,
4932.YPR042C 4932.YEL003W 473,,,,,,
4932.YPR042C 4932.YEL017C-A 883,,,,,,
4932.YPR042C 4932.YEL037C 241,,,,,,
4932.YPR042C 4932.YER016W 504,,,,,,
4932.YPR042C 4932.YER060W-A 295,,,,,,
4932.YPR042C 4932.YER073W 179,,,,,,
4932.YPR042C 4932.YER112W 156,,,,,,
4932.YPR042C 4932.YER114C 199,,,,,,
4932.YPR042C 4932.YER125W 178,,,,,,
4932.YPR042C 4932.YER165W 470,,,,,,
4932.YPR042C 4932.YFR023W 161,,,,,,
4932.YPR042C 4932.YFR028C 371,,,,,,
4932.YPR042C 4932.YFR030W 171,,,,,,
4932.YPR042C 4932.YFR053C 730,,,,,,
4932.YPR042C 4932.YGL014W 384,,,,,,
4932.YPR042C 4932.YGL064C 203,,,,,,
4932.YPR042C 4932.YGL122C 474,,,,,,
4932.YPR042C 4932.YGL178W 415,,,,,,
4932.YPR042C 4932.YGR108W 226,,,,,,
4932.YPR042C 4932.YGR109C 226,,,,,,
4932.YPR042C 4932.YGR119C 343,,,,,,